93;1801-BC-5688-43103-0004.00;2018-01-03;3; $132.80 ; $39,545.30 ;BC-5688;EGRESOS;EMPRESA 1;1
94;1801-BC-5769-43103-0002.00;2018-01-03;3; $216.45 ; $95,276.45 ;BC-5769;EGRESOS;EMPRESA 76;1
95;1801-BC-5769-43103-0003.00;2018-01-03;3; $34.63 ; $95,241.82 ;BC-5769;EGRESOS;EMPRESA 76;1
96;1801-BC-5769-43103-0004.00;2018-01-03;3; $830.00 ; $94,411.82 ;BC-5769;EGRESOS;EMPRESA 76;1
97;1801-BC-5769-43103-0005.00;2018-01-03;3; $132.80 ; $94,279.02 ;BC-5769;EGRESOS;EMPRESA 76;1
98;1801-BC-5807-43103-0001.00;2018-01-03;3; $762.70 ; $59,199.20 ;BC-5807;EGRESOS;EMPRESA 47;1
99;1801-BC-5807-43103-0002.00;2018-01-03;3; $122.03 ; $59,077.17 ;BC-5807;EGRESOS;EMPRESA 47;1
100;1801-BC-5807-43103-0003.00;2018-01-03;3; $830.00 ; $58,247.17 ;BC-5807;EGRESOS;EMPRESA 47;1
101;1801-BC-5807-43103-0004.00;2018-01-03;3; $132.80 ; $58,114.37 ;BC-5807;EGRESOS;EMPRESA 47;1
102;1801-BC-5998-43103-0001.00;2018-01-03;3; $936.40 ; $53,806.39 ;BC-5998;EGRESOS;EMPRESA 45;1
103;1801-BC-5998-43103-0002.00;2018-01-03;3; $149.82 ; $53,656.57 ;BC-5998;EGRESOS;EMPRESA 45;1
104;1801-BC-5998-43103-0003.00;2018-01-03;3; $830.00 ; $52,826.57 ;BC-5998;EGRESOS;EMPRESA 45;1
105;1801-BC-5998-43103-0004.00;2018-01-03;3; $132.80 ; $52,693.77 ;BC-5998;EGRESOS;EMPRESA 45;1
106;1801-BC-7911-43103-0001.00;2018-01-03;3; $1,048.70 ; $56,033.04 ;BC-7911;EGRESOS;EMPRESA 44;1
107;1801-BC-7911-43103-0002.00;2018-01-03;3; $167.79 ; $55,865.25 ;BC-7911;EGRESOS;EMPRESA 44;1
108;1801-BC-7911-43103-0003.00;2018-01-03;3; $830.00 ; $55,035.25 ;BC-7911;EGRESOS;EMPRESA 44;1
109;1801-BC-7911-43103-0004.00;2018-01-03;3; $132.80 ; $54,902.45 ;BC-7911;EGRESOS;EMPRESA 44;1
110;1801-BC-8141-43103-0001.00;2018-01-03;3; $7.00 ; $11,062.57 ;BC-8141;EGRESOS;EMPRESA 77;1
111;1801-BC-8141-43103-0002.00;2018-01-03;3; $1.12 ; $11,061.45 ;BC-8141;EGRESOS;EMPRESA 77;1
112;1801-BC-8141-43103-0003.00;2018-01-03;3; $830.00 ; $10,231.45 ;BC-8141;EGRESOS;EMPRESA 77;1
113;1801-BC-8141-43103-0004.00;2018-01-03;3; $132.80 ; $10,098.65 ;BC-8141;EGRESOS;EMPRESA 77;1
114;1801-BC-8823-43103-0001.00;2018-01-03;3; $917.15 ; $68,336.38 ;BC-8823;EGRESOS;EMPRESA 41;1
115;1801-BC-8823-43103-0002.00;2018-01-03;3; $146.74 ; $68,189.64 ;BC-8823;EGRESOS;EMPRESA 41;1
116;1801-BC-8823-43103-0003.00;2018-01-03;3; $830.00 ; $67,359.64 ;BC-8823;EGRESOS;EMPRESA 41;1
117;1801-BC-8823-43103-0004.00;2018-01-03;3; $132.80 ; $67,226.84 ;BC-8823;EGRESOS;EMPRESA 41;1
118;1801-BC-9323-43103-0001.00;2018-01-03;3; $557.10 ; $33,851.98 ;BC-9323;EGRESOS;EMPRESA 22;1
119;1801-BC-9323-43103-0002.00;2018-01-03;3; $89.13 ; $33,762.85 ;BC-9323;EGRESOS;EMPRESA 22;1
120;1801-BC-9323-43103-0003.00;2018-01-03;3; $830.00 ; $32,932.85 ;BC-9323;EGRESOS;EMPRESA 22;1
121;1801-BC-9323-43103-0004.00;2018-01-03;3; $132.80 ; $32,800.05 ;BC-9323;EGRESOS;EMPRESA 22;1
122;1801-BN-5147-43104-0002.00;2018-01-04;4; $5.00 ; $14,571.01 ;BN-5147;EGRESOS;EMPRESA 78;1
123;1801-BN-5147-43104-0003.00;2018-01-04;4; $0.80 ; $14,570.21 ;BN-5147;EGRESOS;EMPRESA 78;1
124;1801-BC-2855-43105-0001.00;2018-01-05;3; $80.00 ; $37,301.52 ;BC-2855;EGRESOS;EMPRESA 79;1
125;1801-BC-2855-43105-0002.00;2018-01-05;3; $12.80 ; $37,288.72 ;BC-2855;EGRESOS;EMPRESA 79;1
126;1801-BC-5099-43105-0001.00;2018-01-05;3; $65.00 ; $594,701.63 ;BC-5099;EGRESOS;EMPRESA 80;1
127;1801-BC-5099-43105-0002.00;2018-01-05;3; $10.40 ; $594,691.23 ;BC-5099;EGRESOS;EMPRESA 80;1
128;1801-BC-6400-43105-0001.00;2018-01-05;3; $15.00 ; $63,949.15 ;BC-6400;EGRESOS;EMPRESA 81;1
129;1801-BC-6400-43105-0002.00;2018-01-05;3; $2.40 ; $63,946.75 ;BC-6400;EGRESOS;EMPRESA 81;1
130;1801-BC-7288-43105-0001.00;2018-01-05;3; $35.00 ; $79,378.18 ;BC-7288;EGRESOS;EMPRESA 82;1
131;1801-BC-7288-43105-0002.00;2018-01-05;3; $5.60 ; $79,372.58 ;BC-7288;EGRESOS;EMPRESA 82;1
132;1801-BN-9616-43117-0003.00;2018-01-17;4; $5.00 ; $368,957.73 ;BN-9616;EGRESOS;EMPRESA 87;1
133;1801-BN-9616-43117-0004.00;2018-01-17;4; $0.80 ; $368,956.93 ;BN-9616;EGRESOS;EMPRESA 87;1
134;1801-BN-9616-43117-0005.00;2018-01-17;4; $5.00 ; $43,464.93 ;BN-9616;EGRESOS;EMPRESA 87;1
135;1801-BN-9616-43117-0006.00;2018-01-17;4; $0.80 ; $43,464.13 ;BN-9616;EGRESOS;EMPRESA 87;1
136;1801-BN-2918-43126-0002.00;2018-01-26;4; $5.00 ; $49,263.51 ;BN-2918;EGRESOS;EMPRESA 67;1
137;1801-BN-2918-43126-0003.00;2018-01-26;4; $0.80 ; $49,262.71 ;BN-2918;EGRESOS;EMPRESA 67;1
138;1801-BN-2918-43130-0002.00;2018-01-30;4; $5.00 ; $96,907.71 ;BN-2918;EGRESOS;EMPRESA 67;1
139;1801-BN-2918-43130-0003.00;2018-01-30;4; $0.80 ; $96,906.91 ;BN-2918;EGRESOS;EMPRESA 67;1
140;1801-BC-4931-43131-0001.00;2018-01-31;12; $4.50 ; $34,263.50 ;BC-4931;EGRESOS;EMPRESA 89;1
141;1801-BC-4931-43131-0002.00;2018-01-31;12; $0.72 ; $34,262.78 ;BC-4931;EGRESOS;EMPRESA 89;1
142;1801-BC-4931-43131-0004.00;2018-01-31;12; $13.04 ; $34,405.84 ;BC-4931;EGRESOS;EMPRESA 89;1
143;1801-BC-4931-43131-0005.00;2018-01-31;12; $200.00 ; $34,205.84 ;BC-4931;EGRESOS;EMPRESA 89;1
144;1801-BC-4931-43131-0006.00;2018-01-31;12; $32.00 ; $34,173.84 ;BC-4931;EGRESOS;EMPRESA 89;1
145;1801-BN-0563-43131-0001.00;2018-01-31;4; $400.00 ; $7,168.44 ;BN-0563;EGRESOS;EMPRESA 68;1
146;1801-BN-0563-43131-0002.00;2018-01-31;4; $64.00 ; $7,104.44 ;BN-0563;EGRESOS;EMPRESA 68;1
147;1801-BN-2010-43131-0001.00;2018-01-31;4; $600.00 ; $299.68 ;BN-2010;EGRESOS;EMPRESA 44;1
148;1801-BN-2010-43131-0002.00;2018-01-31;4; $96.00 ; $203.68 ;BN-2010;EGRESOS;EMPRESA 44;1
149;1801-BN-2776-43131-0001.00;2018-01-31;4; $400.00 ; $29,940.07 ;BN-2776;EGRESOS;EMPRESA 93;1
150;1801-BN-2776-43131-0002.00;2018-01-31;4; $64.00 ; $29,876.07 ;BN-2776;EGRESOS;EMPRESA 93;1
151;1801-BN-2785-43131-0007.00;2018-01-31;4; $5.00 ; $856,710.47 ;BN-2785;EGRESOS;EMPRESA 94;1
152;1801-BN-2785-43131-0008.00;2018-01-31;4; $0.80 ; $856,709.67 ;BN-2785;EGRESOS;EMPRESA 94;1
153;1801-BN-2785-43131-0009.00;2018-01-31;4; $5.00 ; $601,915.67 ;BN-2785;EGRESOS;EMPRESA 94;1
154;1801-BN-2785-43131-0010.00;2018-01-31;4; $0.80 ; $601,914.87 ;BN-2785;EGRESOS;EMPRESA 94;1
155;1801-BN-2785-43131-0011.00;2018-01-31;4; $5.00 ; $275,320.87 ;BN-2785;EGRESOS;EMPRESA 94;1
156;1801-BN-2785-43131-0012.00;2018-01-31;4; $0.80 ; $275,320.07 ;BN-2785;EGRESOS;EMPRESA 94;1
157;1801-BN-2785-43131-0013.00;2018-01-31;4; $5.00 ; $20,436.07 ;BN-2785;EGRESOS;EMPRESA 94;1
158;1801-BN-2785-43131-0014.00;2018-01-31;4; $0.80 ; $20,435.27 ;BN-2785;EGRESOS;EMPRESA 94;1
159;1801-BN-2785-43131-0015.00;2018-01-31;4; $400.00 ; $20,035.27 ;BN-2785;EGRESOS;EMPRESA 94;1
160;1801-BN-2785-43131-0016.00;2018-01-31;4; $64.00 ; $19,971.27 ;BN-2785;EGRESOS;EMPRESA 94;1
161;1801-BN-2918-43131-0004.00;2018-01-31;4; $5.00 ; $348,126.91 ;BN-2918;EGRESOS;EMPRESA 67;1
162;1801-BN-2918-43131-0005.00;2018-01-31;4; $0.80 ; $348,126.11 ;BN-2918;EGRESOS;EMPRESA 67;1
163;1801-BN-2918-43131-0006.00;2018-01-31;4; $5.00 ; $42,252.11 ;BN-2918;EGRESOS;EMPRESA 67;1
164;1801-BN-2918-43131-0007.00;2018-01-31;4; $0.80 ; $42,251.31 ;BN-2918;EGRESOS;EMPRESA 67;1
165;1801-BN-2918-43131-0008.00;2018-01-31;4; $400.00 ; $41,851.31 ;BN-2918;EGRESOS;EMPRESA 67;1
166;1801-BN-2918-43131-0009.00;2018-01-31;4; $64.00 ; $41,787.31 ;BN-2918;EGRESOS;EMPRESA 67;1
167;1801-BN-5147-43131-0001.00;2018-01-31;4; $400.00 ; $12,157.21 ;BN-5147;EGRESOS;EMPRESA 78;1
168;1801-BN-5147-43131-0002.00;2018-01-31;4; $64.00 ; $12,093.21 ;BN-5147;EGRESOS;EMPRESA 78;1
169;1801-BN-5375-43131-0001.00;2018-01-31;4; $400.00 ; $21,380.97 ;BN-5375;EGRESOS;EMPRESA 54;1
170;1801-BN-5375-43131-0002.00;2018-01-31;4; $64.00 ; $21,316.97 ;BN-5375;EGRESOS;EMPRESA 54;1
171;1801-BN-7719-43131-0004.00;2018-01-31;4; $450.00 ; $43,541.28 ;BN-7719;EGRESOS;EMPRESA 66;1
172;1801-BN-7719-43131-0005.00;2018-01-31;4; $72.00 ; $43,469.28 ;BN-7719;EGRESOS;EMPRESA 66;1
173;1801-BN-9011-43131-0005.00;2018-01-31;4; $11.60 ; $31,176.82 ;BN-9011;EGRESOS;EMPRESA 97;1
174;1801-BN-9011-43131-0006.00;2018-01-31;4; $464.00 ; $30,712.82 ;BN-9011;EGRESOS;EMPRESA 97;1
175;1801-BN-9568-43131-0001.00;2018-01-31;4; $400.00 ; $176.73 ;BN-9568;EGRESOS;EMPRESA 99;1
176;1801-BN-9568-43131-0002.00;2018-01-31;4; $64.00 ; $112.73 ;BN-9568;EGRESOS;EMPRESA 99;1
177;1801-BN-9616-43131-0005.00;2018-01-31;4; $5.00 ; $416,169.49 ;BN-9616;EGRESOS;EMPRESA 87;1
178;1801-BN-9616-43131-0006.00;2018-01-31;4; $0.80 ; $416,168.69 ;BN-9616;EGRESOS;EMPRESA 87;1
179;1801-BN-9616-43131-0007.00;2018-01-31;4; $5.00 ; $161,374.69 ;BN-9616;EGRESOS;EMPRESA 87;1
180;1801-BN-9616-43131-0008.00;2018-01-31;4; $0.80 ; $161,373.89 ;BN-9616;EGRESOS;EMPRESA 87;1
181;1801-BN-9616-43131-0009.00;2018-01-31;4; $5.00 ; $35,879.89 ;BN-9616;EGRESOS;EMPRESA 87;1
182;1801-BN-9616-43131-0010.00;2018-01-31;4; $0.80 ; $35,879.09 ;BN-9616;EGRESOS;EMPRESA 87;1
183;1801-BN-9616-43131-0011.00;2018-01-31;4; $400.00 ; $35,479.09 ;BN-9616;EGRESOS;EMPRESA 87;1
184;1801-BN-9616-43131-0012.00;2018-01-31;4; $64.00 ; $35,415.09 ;BN-9616;EGRESOS;EMPRESA 87;1
185;1801-CI-6012-43131-0001.00;2018-01-31;7; $100.00 ; $19,204.00 ;CI-6012;EGRESOS;EMPRESA 22;1
186;1801-CI-6012-43131-0002.00;2018-01-31;7; $16.00 ; $19,188.00 ;CI-6012;EGRESOS;EMPRESA 22;1
187;1801-CI-6012-43131-0004.00;2018-01-31;7; $2.66 ; $19,188.00 ;CI-6012;EGRESOS;EMPRESA 22;1
188;1801-IN-0819-43131-0004.00;2018-01-31;12; $18.00 ; $390,005.14 ;IN-0819;EGRESOS;EMPRESA 76;1
189;1801-IN-0819-43131-0005.00;2018-01-31;12; $2.88 ; $390,002.26 ;IN-0819;EGRESOS;EMPRESA 76;1
190;1801-IN-0819-43131-0007.00;2018-01-31;12; $43.80 ; $390,482.86 ;IN-0819;EGRESOS;EMPRESA 76;1
191;1801-IN-0819-43131-0008.00;2018-01-31;12; $200.00 ; $390,282.86 ;IN-0819;EGRESOS;EMPRESA 76;1
192;1801-IN-0819-43131-0009.00;2018-01-31;12; $32.00 ; $390,250.86 ;IN-0819;EGRESOS;EMPRESA 76;1
193;1801-IN-1990-43131-0001.00;2018-01-31;12; $13.50 ; $15,633.32 ;IN-1990;EGRESOS;EMPRESA 47;1
194;1801-IN-1990-43131-0002.00;2018-01-31;12; $2.16 ; $15,631.16 ;IN-1990;EGRESOS;EMPRESA 47;1
195;1801-IN-1990-43131-0004.00;2018-01-31;12; $38.28 ; $16,051.17 ;IN-1990;EGRESOS;EMPRESA 47;1
196;1801-IN-1990-43131-0005.00;2018-01-31;12; $200.00 ; $15,851.17 ;IN-1990;EGRESOS;EMPRESA 47;1
197;1801-IN-1990-43131-0006.00;2018-01-31;12; $32.00 ; $15,819.17 ;IN-1990;EGRESOS;EMPRESA 47;1
198;1801-IN-2863-43131-0003.00;2018-01-31;12; $4.50 ; $45,231.51 ;IN-2863;EGRESOS;EMPRESA 41;1
199;1801-IN-2863-43131-0004.00;2018-01-31;12; $0.72 ; $45,230.79 ;IN-2863;EGRESOS;EMPRESA 41;1
200;1801-IN-2863-43131-0006.00;2018-01-31;12; $26.38 ; $45,520.26 ;IN-2863;EGRESOS;EMPRESA 41;1
201;1801-IN-2863-43131-0007.00;2018-01-31;12; $200.00 ; $45,320.26 ;IN-2863;EGRESOS;EMPRESA 41;1
202;1801-IN-2863-43131-0008.00;2018-01-31;12; $32.00 ; $45,288.26 ;IN-2863;EGRESOS;EMPRESA 41;1
203;1801-IN-2909-43131-0001.00;2018-01-31;12; $4.50 ; $13,481.50 ;IN-2909;EGRESOS;EMPRESA 6;1
204;1801-IN-2909-43131-0002.00;2018-01-31;12; $0.72 ; $13,480.78 ;IN-2909;EGRESOS;EMPRESA 6;1
205;1801-IN-2909-43131-0004.00;2018-01-31;12; $12.55 ; $13,618.52 ;IN-2909;EGRESOS;EMPRESA 6;1
